input_city|city|country|month|high|low
Sázava|Sázava|Czechia|October|13|5
Sázava|Sázava|Czechia|November|7|1
Sázava|Sázava|Czechia|December|3|-2
Semily|Semily|Czechia|January|1|-4
Semily|Semily|Czechia|February|3|-4
Semily|Semily|Czechia|March|8|-1
Semily|Semily|Czechia|April|13|2
Semily|Semily|Czechia|May|18|7
Semily|Semily|Czechia|June|21|10
Semily|Semily|Czechia|July|23|12
Semily|Semily|Czechia|August|23|11
Semily|Semily|Czechia|September|19|8
Semily|Semily|Czechia|October|13|5
Semily|Semily|Czechia|November|6|1
Semily|Semily|Czechia|December|3|-2
Skuteč|Skuteč|Czechia|January|2|-3
Skuteč|Skuteč|Czechia|February|3|-2
Skuteč|Skuteč|Czechia|March|8|1
Skuteč|Skuteč|Czechia|April|13|5
Skuteč|Skuteč|Czechia|May|18|10
Skuteč|Skuteč|Czechia|June|21|13
Skuteč|Skuteč|Czechia|July|24|15
Skuteč|Skuteč|Czechia|August|24|15
Skuteč|Skuteč|Czechia|September|18|11
Skuteč|Skuteč|Czechia|October|12|6
Skuteč|Skuteč|Czechia|November|6|2
Skuteč|Skuteč|Czechia|December|2|-2
Slavičín|Slavičín|Czechia|January|0|-6
Slavičín|Slavičín|Czechia|February|3|-5
Slavičín|Slavičín|Czechia|March|8|-1
Slavičín|Slavičín|Czechia|April|14|3
Slavičín|Slavičín|Czechia|May|19|7
Slavičín|Slavičín|Czechia|June|22|10
Slavičín|Slavičín|Czechia|July|24|12
Slavičín|Slavičín|Czechia|August|24|12
Slavičín|Slavičín|Czechia|September|19|8
Slavičín|Slavičín|Czechia|October|13|4
Slavičín|Slavičín|Czechia|November|6|0
Slavičín|Slavičín|Czechia|December|1|-4
Sluknov|Šluknov|Czechia|January|2|-4
Sluknov|Šluknov|Czechia|February|4|-4
Sluknov|Šluknov|Czechia|March|8|-2
Sluknov|Šluknov|Czechia|April|14|1
Sluknov|Šluknov|Czechia|May|19|5
Sluknov|Šluknov|Czechia|June|22|9
Sluknov|Šluknov|Czechia|July|24|11
Sluknov|Šluknov|Czechia|August|24|10
Sluknov|Šluknov|Czechia|September|19|7
Sluknov|Šluknov|Czechia|October|13|4
Sluknov|Šluknov|Czechia|November|7|1
Sluknov|Šluknov|Czechia|December|3|-2
Soběslav|Soběslav|Czechia|January|2|-4
Soběslav|Soběslav|Czechia|February|4|-3
Soběslav|Soběslav|Czechia|March|9|0
Soběslav|Soběslav|Czechia|April|15|4
Soběslav|Soběslav|Czechia|May|19|8
Soběslav|Soběslav|Czechia|June|23|12
Soběslav|Soběslav|Czechia|July|25|14
Soběslav|Soběslav|Czechia|August|25|13
Soběslav|Soběslav|Czechia|September|19|9
Soběslav|Soběslav|Czechia|October|13|5
Soběslav|Soběslav|Czechia|November|7|1
Soběslav|Soběslav|Czechia|December|3|-3
Sokolov|Sokolov|Czechia|January|2|-4
Sokolov|Sokolov|Czechia|February|4|-3
Sokolov|Sokolov|Czechia|March|8|0
Sokolov|Sokolov|Czechia|April|14|3
Sokolov|Sokolov|Czechia|May|18|7
Sokolov|Sokolov|Czechia|June|21|10
Sokolov|Sokolov|Czechia|July|24|12
Sokolov|Sokolov|Czechia|August|23|12
Sokolov|Sokolov|Czechia|September|18|8
Sokolov|Sokolov|Czechia|October|12|4
Sokolov|Sokolov|Czechia|November|6|1
Sokolov|Sokolov|Czechia|December|2|-2
Sternberk|Šternberk|Czechia|January|1|-3
Sternberk|Šternberk|Czechia|February|3|-2
Sternberk|Šternberk|Czechia|March|7|1
Sternberk|Šternberk|Czechia|April|14|6
Sternberk|Šternberk|Czechia|May|19|10
Sternberk|Šternberk|Czechia|June|22|13
Sternberk|Šternberk|Czechia|July|24|15
Sternberk|Šternberk|Czechia|August|24|15
Sternberk|Šternberk|Czechia|September|18|11
Sternberk|Šternberk|Czechia|October|12|7
Sternberk|Šternberk|Czechia|November|6|2
Sternberk|Šternberk|Czechia|December|2|-2
Stětí|Štětí|Czechia|January|3|-4
Stětí|Štětí|Czechia|February|5|-3
Stětí|Štětí|Czechia|March|10|0
Stětí|Štětí|Czechia|April|17|3
Stětí|Štětí|Czechia|May|21|8
Stětí|Štětí|Czechia|June|24|11
Stětí|Štětí|Czechia|July|27|13
Stětí|Štětí|Czechia|August|26|12
Stětí|Štětí|Czechia|September|21|9
Stětí|Štětí|Czechia|October|14|5
Stětí|Štětí|Czechia|November|7|1
Stětí|Štětí|Czechia|December|3|-2
Stochov|Stochov|Czechia|January|1|-5
Stochov|Stochov|Czechia|February|3|-5
Stochov|Stochov|Czechia|March|8|-1
Studénka|Studénka|Czechia|January|1|-5
Studénka|Studénka|Czechia|February|3|-4
Studénka|Studénka|Czechia|March|8|-1
Studénka|Studénka|Czechia|April|14|3
Studénka|Studénka|Czechia|May|19|7
Studénka|Studénka|Czechia|June|23|11
Studénka|Studénka|Czechia|July|25|12
Studénka|Studénka|Czechia|August|25|12
Studénka|Studénka|Czechia|September|19|8
Studénka|Studénka|Czechia|October|14|4
Studénka|Studénka|Czechia|November|7|0
Studénka|Studénka|Czechia|December|3|-4
Susice|Sušice|Czechia|January|4|-1
Susice|Sušice|Czechia|February|5|0
Susice|Sušice|Czechia|March|7|2
Susice|Sušice|Czechia|April|10|4
Susice|Sušice|Czechia|May|16|9
Susice|Sušice|Czechia|June|19|13
Susice|Sušice|Czechia|July|21|14
Susice|Sušice|Czechia|August|21|14
Susice|Sušice|Czechia|September|18|12
Susice|Sušice|Czechia|October|14|8
Susice|Sušice|Czechia|November|7|3
Susice|Sušice|Czechia|December|5|0
Tábor|Tabor|Czechia|January|2|-4
Tábor|Tabor|Czechia|February|4|-3
Tábor|Tabor|Czechia|March|9|0
Tábor|Tabor|Czechia|April|15|4
Tábor|Tabor|Czechia|May|19|8
Tábor|Tabor|Czechia|June|23|12
Tábor|Tabor|Czechia|July|25|14
Tábor|Tabor|Czechia|August|25|13
Tábor|Tabor|Czechia|September|19|9
Tábor|Tabor|Czechia|October|13|5
Tábor|Tabor|Czechia|November|7|1
Tábor|Tabor|Czechia|December|3|-3
Tachov|Tachov|Czechia|January|1|-4
Tachov|Tachov|Czechia|February|3|-3
Tachov|Tachov|Czechia|March|7|0
Tachov|Tachov|Czechia|April|13|4
Tachov|Tachov|Czechia|May|18|8
Tachov|Tachov|Czechia|June|21|11
Tachov|Tachov|Czechia|July|23|13
Tachov|Tachov|Czechia|August|23|13
Tachov|Tachov|Czechia|September|17|9
Tachov|Tachov|Czechia|October|11|5
Tachov|Tachov|Czechia|November|5|0
Tachov|Tachov|Czechia|December|1|-3
Telc|Telč|Czechia|January|0|-5
Telc|Telč|Czechia|February|2|-4
Telc|Telč|Czechia|March|7|-1
Telc|Telč|Czechia|April|13|3
Telc|Telč|Czechia|May|18|7
Telc|Telč|Czechia|June|21|10
Telc|Telč|Czechia|July|23|12
Telc|Telč|Czechia|August|23|12
Telc|Telč|Czechia|September|18|8
Telc|Telč|Czechia|October|12|4
Telc|Telč|Czechia|November|5|0
Telc|Telč|Czechia|December|1|-4
Tisnov|Tišnov|Czechia|January|1|-5
Tisnov|Tišnov|Czechia|February|4|-4
Tisnov|Tišnov|Czechia|March|9|0
Tisnov|Tišnov|Czechia|April|15|4
Tisnov|Tišnov|Czechia|May|20|8
Tisnov|Tišnov|Czechia|June|23|12
Tisnov|Tišnov|Czechia|July|26|13
Tisnov|Tišnov|Czechia|August|26|13
Tisnov|Tišnov|Czechia|September|20|9
Tisnov|Tišnov|Czechia|October|14|5
Tisnov|Tišnov|Czechia|November|7|1
Tisnov|Tišnov|Czechia|December|2|-3
Třinec|Trinec|Czechia|January|3|-2
Třinec|Trinec|Czechia|February|4|-2
Třinec|Trinec|Czechia|March|7|1
Třinec|Trinec|Czechia|April|12|5
Třinec|Trinec|Czechia|May|18|10
Třinec|Trinec|Czechia|June|21|13
Třinec|Trinec|Czechia|July|23|15
Třinec|Trinec|Czechia|August|23|15
Třinec|Trinec|Czechia|September|18|11
Třinec|Trinec|Czechia|October|13|7
Třinec|Trinec|Czechia|November|7|3
Třinec|Trinec|Czechia|December|4|-1
Trutnov|Trutnov|Czechia|January|3|-4
Trutnov|Trutnov|Czechia|February|4|-3
Trutnov|Trutnov|Czechia|March|7|-1
Trutnov|Trutnov|Czechia|April|13|3
Trutnov|Trutnov|Czechia|May|18|7
Trutnov|Trutnov|Czechia|June|21|10
Trutnov|Trutnov|Czechia|July|23|12
Trutnov|Trutnov|Czechia|August|22|12
Trutnov|Trutnov|Czechia|September|18|8
Trutnov|Trutnov|Czechia|October|12|5
Trutnov|Trutnov|Czechia|November|7|1
Trutnov|Trutnov|Czechia|December|3|-3
Turnov|Turnov|Czechia|January|1|-4
Turnov|Turnov|Czechia|February|3|-4
Turnov|Turnov|Czechia|March|8|-1
Turnov|Turnov|Czechia|April|13|2
Turnov|Turnov|Czechia|May|18|7
Turnov|Turnov|Czechia|June|21|10
Turnov|Turnov|Czechia|July|23|12
Turnov|Turnov|Czechia|August|23|11
Turnov|Turnov|Czechia|September|19|8
Turnov|Turnov|Czechia|October|13|5
Turnov|Turnov|Czechia|November|6|1
Turnov|Turnov|Czechia|December|3|-2
Uherské Hradistě|Uherské Hradiště|Czechia|January|1|-5
Uherské Hradistě|Uherské Hradiště|Czechia|February|4|-3
Uherské Hradistě|Uherské Hradiště|Czechia|March|9|0
Uherské Hradistě|Uherské Hradiště|Czechia|April|15|4
Uherské Hradistě|Uherské Hradiště|Czechia|May|20|8
Uherské Hradistě|Uherské Hradiště|Czechia|June|23|11
Uherské Hradistě|Uherské Hradiště|Czechia|July|25|13
Uherské Hradistě|Uherské Hradiště|Czechia|August|25|13
Uherské Hradistě|Uherské Hradiště|Czechia|September|20|9
Uherské Hradistě|Uherské Hradiště|Czechia|October|14|5
Uherské Hradistě|Uherské Hradiště|Czechia|November|7|1
Uherské Hradistě|Uherské Hradiště|Czechia|December|2|-3
Uherský Brod|Uhersky Brod|Czechia|January|1|-5
Uherský Brod|Uhersky Brod|Czechia|February|3|-4
Uherský Brod|Uhersky Brod|Czechia|March|8|0
Uherský Brod|Uhersky Brod|Czechia|April|14|3
Uherský Brod|Uhersky Brod|Czechia|May|19|8
Uherský Brod|Uhersky Brod|Czechia|June|22|11
Uherský Brod|Uhersky Brod|Czechia|July|25|12
Uherský Brod|Uhersky Brod|Czechia|August|24|12
Uherský Brod|Uhersky Brod|Czechia|September|19|9
Uherský Brod|Uhersky Brod|Czechia|October|13|4
Uherský Brod|Uhersky Brod|Czechia|November|6|0
Uherský Brod|Uhersky Brod|Czechia|December|2|-3
Uničov|Uničov|Czechia|January|2|-3
Uničov|Uničov|Czechia|February|4|-2
Uničov|Uničov|Czechia|March|9|1
Uničov|Uničov|Czechia|April|15|6
Uničov|Uničov|Czechia|May|19|10
Uničov|Uničov|Czechia|June|23|13
Uničov|Uničov|Czechia|July|25|15
Uničov|Uničov|Czechia|August|25|15
Uničov|Uničov|Czechia|September|19|11
Uničov|Uničov|Czechia|October|13|7
Uničov|Uničov|Czechia|November|7|2
Uničov|Uničov|Czechia|December|2|-2
Ústí nad Labem|Ústí nad Labem|Czechia|January|2|-2
Ústí nad Labem|Ústí nad Labem|Czechia|February|5|-1
Ústí nad Labem|Ústí nad Labem|Czechia|March|9|2
Ústí nad Labem|Ústí nad Labem|Czechia|April|15|6
Ústí nad Labem|Ústí nad Labem|Czechia|May|20|10
Ústí nad Labem|Ústí nad Labem|Czechia|June|23|13
Ústí nad Labem|Ústí nad Labem|Czechia|July|25|15
Ústí nad Labem|Ústí nad Labem|Czechia|August|25|15
Ústí nad Labem|Ústí nad Labem|Czechia|September|19|11
Ústí nad Labem|Ústí nad Labem|Czechia|October|13|7
Ústí nad Labem|Ústí nad Labem|Czechia|November|7|2
Ústí nad Labem|Ústí nad Labem|Czechia|December|3|-1
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|January|1|-5
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|February|3|-4
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|March|8|-1
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|April|13|3
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|May|19|7
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|June|22|10
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|July|24|12
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|August|24|11
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|September|18|8
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|October|12|4
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|November|6|0
Ústí nad Orlicí|Ústí nad Orlicí|Czechia|December|2|-3
Valasske Mezirici|Valasske Mezirici|Czechia|January|1|-6
Valasske Mezirici|Valasske Mezirici|Czechia|February|3|-5
Valasske Mezirici|Valasske Mezirici|Czechia|March|8|-2
Valasske Mezirici|Valasske Mezirici|Czechia|April|14|2
Valasske Mezirici|Valasske Mezirici|Czechia|May|19|7
Valasske Mezirici|Valasske Mezirici|Czechia|June|22|10
Valasske Mezirici|Valasske Mezirici|Czechia|July|24|12
Valasske Mezirici|Valasske Mezirici|Czechia|August|24|11
Valasske Mezirici|Valasske Mezirici|Czechia|September|19|8
Valasske Mezirici|Valasske Mezirici|Czechia|October|13|4
Valasske Mezirici|Valasske Mezirici|Czechia|November|7|0
Valasske Mezirici|Valasske Mezirici|Czechia|December|2|-4
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|January|2|-4
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|February|4|-3
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|March|9|0
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|April|15|4
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|May|19|8
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|June|23|12
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|July|25|14
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|August|25|13
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|September|19|9
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|October|13|5
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|November|7|1
Veselí nad Luznicí|Veselí nad Lužnicí|Czechia|December|3|-3
Vimperk|Vimperk|Czechia|January|3|-3
Vimperk|Vimperk|Czechia|February|3|-3
Vimperk|Vimperk|Czechia|March|7|0
Vimperk|Vimperk|Czechia|April|11|3
Vimperk|Vimperk|Czechia|May|16|7
Vimperk|Vimperk|Czechia|June|19|10
Vimperk|Vimperk|Czechia|July|21|12
Vimperk|Vimperk|Czechia|August|21|12
Vimperk|Vimperk|Czechia|September|17|9
Vimperk|Vimperk|Czechia|October|12|5
Vimperk|Vimperk|Czechia|November|7|1
Vimperk|Vimperk|Czechia|December|3|-2
Vlasim|Vlašim|Czechia|January|2|-3
Vlasim|Vlašim|Czechia|February|4|-2
Vlasim|Vlašim|Czechia|March|9|1
Vlasim|Vlašim|Czechia|April|14|4
Vlasim|Vlašim|Czechia|May|19|8
Vlasim|Vlašim|Czechia|June|22|11
Vlasim|Vlašim|Czechia|July|25|13
Vlasim|Vlašim|Czechia|August|24|13
Vlasim|Vlašim|Czechia|September|19|9
Vlasim|Vlašim|Czechia|October|13|5
Vlasim|Vlašim|Czechia|November|7|1
Vlasim|Vlašim|Czechia|December|3|-2
Vodňany|Vodňany|Czechia|January|2|-4
Vodňany|Vodňany|Czechia|February|4|-3
Vodňany|Vodňany|Czechia|March|9|0
Vodňany|Vodňany|Czechia|April|15|4
Vodňany|Vodňany|Czechia|May|19|8
Vodňany|Vodňany|Czechia|June|23|12
Vodňany|Vodňany|Czechia|July|25|14
Vodňany|Vodňany|Czechia|August|25|13
Vodňany|Vodňany|Czechia|September|19|9
Vodňany|Vodňany|Czechia|October|13|5
Vodňany|Vodňany|Czechia|November|7|1
Vodňany|Vodňany|Czechia|December|3|-3
Vyskov|Vyskov|Czechia|January|1|-5
Vyskov|Vyskov|Czechia|February|4|-4
Vyskov|Vyskov|Czechia|March|9|0
Vyskov|Vyskov|Czechia|April|15|4
Vyskov|Vyskov|Czechia|May|20|8
Vyskov|Vyskov|Czechia|June|23|12
Vyskov|Vyskov|Czechia|July|26|13
Vyskov|Vyskov|Czechia|August|26|13
Vyskov|Vyskov|Czechia|September|20|9
Vyskov|Vyskov|Czechia|October|14|5
Vyskov|Vyskov|Czechia|November|7|1
Vyskov|Vyskov|Czechia|December|2|-3
Vysoké Mýto|Vysoke Myto|Czechia|January|2|-4
Vysoké Mýto|Vysoke Myto|Czechia|February|4|-3
Vysoké Mýto|Vysoke Myto|Czechia|March|9|0
Vysoké Mýto|Vysoke Myto|Czechia|April|15|4
Vysoké Mýto|Vysoke Myto|Czechia|May|20|8
Vysoké Mýto|Vysoke Myto|Czechia|June|23|11
Vysoké Mýto|Vysoke Myto|Czechia|July|25|13
Vysoké Mýto|Vysoke Myto|Czechia|August|25|12
Vysoké Mýto|Vysoke Myto|Czechia|September|19|9
Vysoké Mýto|Vysoke Myto|Czechia|October|13|5
Vysoké Mýto|Vysoke Myto|Czechia|November|7|2
Vysoké Mýto|Vysoke Myto|Czechia|December|3|-2
Zatec|Žatec|Czechia|January|3|-2
Zatec|Žatec|Czechia|February|5|-2
Zatec|Žatec|Czechia|March|10|1
Zatec|Žatec|Czechia|April|15|4
Zatec|Žatec|Czechia|May|20|8
Zatec|Žatec|Czechia|June|23|12
Zatec|Žatec|Czechia|July|25|14
Zatec|Žatec|Czechia|August|25|13
Zatec|Žatec|Czechia|September|20|10
Zatec|Žatec|Czechia|October|13|5
Zatec|Žatec|Czechia|November|7|2
Zatec|Žatec|Czechia|December|3|-1
Zlín|Zlín|Czechia|January|1|-5
Zlín|Zlín|Czechia|February|4|-3
Zlín|Zlín|Czechia|March|9|0
Zlín|Zlín|Czechia|April|15|4
Zlín|Zlín|Czechia|May|20|8
Zlín|Zlín|Czechia|June|23|11
Zlín|Zlín|Czechia|July|25|13
Zlín|Zlín|Czechia|August|25|13
Zlín|Zlín|Czechia|September|20|9
Zlín|Zlín|Czechia|October|14|5
Zlín|Zlín|Czechia|November|7|1
Zlín|Zlín|Czechia|December|2|-3
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|January|2|-3
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|February|4|-2
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|March|9|1
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|April|14|4
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|May|19|8
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|June|22|11
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|July|25|13
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|August|24|13
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|September|19|9
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|October|13|5
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|November|7|1
Zruč nad Sázavou|Zruč nad Sázavou|Czechia|December|3|-2
Zubri|Zubří|Czechia|January|1|-6
Zubri|Zubří|Czechia|February|3|-5
Zubri|Zubří|Czechia|March|8|-2
Zubri|Zubří|Czechia|April|14|2
Zubri|Zubří|Czechia|May|19|7
Zubri|Zubří|Czechia|June|22|10
Zubri|Zubří|Czechia|July|24|12
Zubri|Zubří|Czechia|August|24|11
Zubri|Zubří|Czechia|September|19|8
Zubri|Zubří|Czechia|October|13|4
Zubri|Zubří|Czechia|November|7|0
Zubri|Zubří|Czechia|December|2|-4
Ajka|Ajka|Hungary|January|3|-3
Ajka|Ajka|Hungary|February|6|-1
Ajka|Ajka|Hungary|March|11|2
Ajka|Ajka|Hungary|April|16|6
Ajka|Ajka|Hungary|May|21|11
Ajka|Ajka|Hungary|June|25|14
Ajka|Ajka|Hungary|July|27|16
Ajka|Ajka|Hungary|August|27|16
Ajka|Ajka|Hungary|September|21|11
Ajka|Ajka|Hungary|October|15|6
Ajka|Ajka|Hungary|November|8|2
Ajka|Ajka|Hungary|December|4|-2
Albertirsa|Albertirsa|Hungary|January|3|-4
Albertirsa|Albertirsa|Hungary|February|5|-3
Albertirsa|Albertirsa|Hungary|March|11|1
Albertirsa|Albertirsa|Hungary|April|17|5
Albertirsa|Albertirsa|Hungary|May|22|10
Albertirsa|Albertirsa|Hungary|June|25|13
Albertirsa|Albertirsa|Hungary|July|27|15
Albertirsa|Albertirsa|Hungary|August|27|15
Albertirsa|Albertirsa|Hungary|September|22|10
Albertirsa|Albertirsa|Hungary|October|15|5
Albertirsa|Albertirsa|Hungary|November|8|1
Albertirsa|Albertirsa|Hungary|December|3|-3
Baja|Baja|Hungary|January|3|-4
Baja|Baja|Hungary|February|6|-3
Baja|Baja|Hungary|March|12|1
Baja|Baja|Hungary|April|18|5
Baja|Baja|Hungary|May|23|10
Baja|Baja|Hungary|June|26|13
Baja|Baja|Hungary|July|28|15
Baja|Baja|Hungary|August|28|14
Baja|Baja|Hungary|September|23|10
Baja|Baja|Hungary|October|17|6
Baja|Baja|Hungary|November|9|1
Baja|Baja|Hungary|December|4|-2
Balassagyarmat|Balassagyarmat|Hungary|January|2|-6
Balassagyarmat|Balassagyarmat|Hungary|February|5|-4
Balassagyarmat|Balassagyarmat|Hungary|March|11|-1
Balassagyarmat|Balassagyarmat|Hungary|April|19|4
Balassagyarmat|Balassagyarmat|Hungary|May|22|8
Balassagyarmat|Balassagyarmat|Hungary|June|26|12
Balassagyarmat|Balassagyarmat|Hungary|July|28|14
Balassagyarmat|Balassagyarmat|Hungary|August|27|13
Balassagyarmat|Balassagyarmat|Hungary|September|22|8
Balassagyarmat|Balassagyarmat|Hungary|October|16|4
Balassagyarmat|Balassagyarmat|Hungary|November|9|1
Balassagyarmat|Balassagyarmat|Hungary|December|2|-4
Balatonboglar|Balatonboglár|Hungary|January|3|-3
Balatonboglar|Balatonboglár|Hungary|February|5|-2
Balatonboglar|Balatonboglár|Hungary|March|11|2
Balatonboglar|Balatonboglár|Hungary|April|16|6
Balatonboglar|Balatonboglár|Hungary|May|21|10
Balatonboglar|Balatonboglár|Hungary|June|24|13
Balatonboglar|Balatonboglár|Hungary|July|26|15
Balatonboglar|Balatonboglár|Hungary|August|26|14
Balatonboglar|Balatonboglár|Hungary|September|22|11
Balatonboglar|Balatonboglár|Hungary|October|16|6
Balatonboglar|Balatonboglár|Hungary|November|8|2
Balatonboglar|Balatonboglár|Hungary|December|4|-2
Balatonföldvár|Balatonföldvár|Hungary|January|2|-2
Balatonföldvár|Balatonföldvár|Hungary|February|5|-1
Balatonföldvár|Balatonföldvár|Hungary|March|10|3
Balatonföldvár|Balatonföldvár|Hungary|April|16|8
Balatonföldvár|Balatonföldvár|Hungary|May|21|12
Balatonföldvár|Balatonföldvár|Hungary|June|25|16
Balatonföldvár|Balatonföldvár|Hungary|July|27|18
Balatonföldvár|Balatonföldvár|Hungary|August|26|17
Balatonföldvár|Balatonföldvár|Hungary|September|21|13
Balatonföldvár|Balatonföldvár|Hungary|October|15|8
Balatonföldvár|Balatonföldvár|Hungary|November|8|3
Balatonföldvár|Balatonföldvár|Hungary|December|3|-1
Balatonfured|Balatonfüred|Hungary|January|4|-2
Balatonfured|Balatonfüred|Hungary|February|7|-1
Balatonfured|Balatonfüred|Hungary|March|11|3
Balatonfured|Balatonfüred|Hungary|April|17|7
Balatonfured|Balatonfüred|Hungary|May|21|11
Balatonfured|Balatonfüred|Hungary|June|25|15
Balatonfured|Balatonfüred|Hungary|July|27|17
Balatonfured|Balatonfüred|Hungary|August|27|16
Balatonfured|Balatonfüred|Hungary|September|21|12
Balatonfured|Balatonfüred|Hungary|October|16|7
Balatonfured|Balatonfüred|Hungary|November|9|3
Balatonfured|Balatonfüred|Hungary|December|4|-1
Békéscsaba|Békéscsaba|Hungary|January|2|-4
Békéscsaba|Békéscsaba|Hungary|February|5|-3
Békéscsaba|Békéscsaba|Hungary|March|12|1
Békéscsaba|Békéscsaba|Hungary|April|18|6
Békéscsaba|Békéscsaba|Hungary|May|23|10
Békéscsaba|Békéscsaba|Hungary|June|26|14
Békéscsaba|Békéscsaba|Hungary|July|28|15
Békéscsaba|Békéscsaba|Hungary|August|28|14
Békéscsaba|Békéscsaba|Hungary|September|23|10
Békéscsaba|Békéscsaba|Hungary|October|17|5
Békéscsaba|Békéscsaba|Hungary|November|9|1
Békéscsaba|Békéscsaba|Hungary|December|3|-2
Berettyoujfalu|Berettyóújfalu|Hungary|January|2|-5
Berettyoujfalu|Berettyóújfalu|Hungary|February|5|-4
Berettyoujfalu|Berettyóújfalu|Hungary|March|11|0
Berettyoujfalu|Berettyóújfalu|Hungary|April|17|5
Berettyoujfalu|Berettyóújfalu|Hungary|May|22|10
Berettyoujfalu|Berettyóújfalu|Hungary|June|25|13
Berettyoujfalu|Berettyóújfalu|Hungary|July|27|15
Berettyoujfalu|Berettyóújfalu|Hungary|August|27|14
Berettyoujfalu|Berettyóújfalu|Hungary|September|22|10
Berettyoujfalu|Berettyóújfalu|Hungary|October|16|5
Berettyoujfalu|Berettyóújfalu|Hungary|November|9|0
Berettyoujfalu|Berettyóújfalu|Hungary|December|3|-3
Bicske|Bicske|Hungary|January|2|-4
Bicske|Bicske|Hungary|February|5|-3
Bicske|Bicske|Hungary|March|11|2
Bicske|Bicske|Hungary|April|16|5
Bicske|Bicske|Hungary|May|21|10
Bicske|Bicske|Hungary|June|24|13
Bicske|Bicske|Hungary|July|27|15
Bicske|Bicske|Hungary|August|26|14
Bicske|Bicske|Hungary|September|22|10
Bicske|Bicske|Hungary|October|16|5
Bicske|Bicske|Hungary|November|8|1
Bicske|Bicske|Hungary|December|4|-2
Bonyhad|Bonyhád|Hungary|January|3|-4
Bonyhad|Bonyhád|Hungary|February|6|-3
Bonyhad|Bonyhád|Hungary|March|12|1
Bonyhad|Bonyhád|Hungary|April|18|5
Bonyhad|Bonyhád|Hungary|May|23|10
Bonyhad|Bonyhád|Hungary|June|26|13
Bonyhad|Bonyhád|Hungary|July|28|15
Bonyhad|Bonyhád|Hungary|August|28|14
Bonyhad|Bonyhád|Hungary|September|23|10
Bonyhad|Bonyhád|Hungary|October|17|6
Bonyhad|Bonyhád|Hungary|November|9|1
Bonyhad|Bonyhád|Hungary|December|4|-2
Budakeszi|Budakeszi|Hungary|January|3|-2
Budakeszi|Budakeszi|Hungary|February|5|-1
Budakeszi|Budakeszi|Hungary|March|11|3
Budakeszi|Budakeszi|Hungary|April|17|7
Budakeszi|Budakeszi|Hungary|May|22|12
Budakeszi|Budakeszi|Hungary|June|25|15
Budakeszi|Budakeszi|Hungary|July|27|17
Budakeszi|Budakeszi|Hungary|August|27|16
Budakeszi|Budakeszi|Hungary|September|22|12
Budakeszi|Budakeszi|Hungary|October|16|8
Budakeszi|Budakeszi|Hungary|November|9|3
Budakeszi|Budakeszi|Hungary|December|4|-1
Budaőrs|Budaörs|Hungary|January|3|-2
Budaőrs|Budaörs|Hungary|February|6|0
Budaőrs|Budaörs|Hungary|March|11|3
Budaőrs|Budaörs|Hungary|April|17|8
Budaőrs|Budaörs|Hungary|May|23|12
Budaőrs|Budaörs|Hungary|June|26|15
Budaőrs|Budaörs|Hungary|July|28|17
Budaőrs|Budaörs|Hungary|August|28|17
Budaőrs|Budaörs|Hungary|September|23|13
Budaőrs|Budaörs|Hungary|October|16|8
Budaőrs|Budaörs|Hungary|November|9|4
Budaőrs|Budaörs|Hungary|December|4|0
Budapest|Budapest|Hungary|January|3|-2
Budapest|Budapest|Hungary|February|6|0
Budapest|Budapest|Hungary|March|11|3
Budapest|Budapest|Hungary|April|17|8
Budapest|Budapest|Hungary|May|23|12
Budapest|Budapest|Hungary|June|26|15
Budapest|Budapest|Hungary|July|28|17
